transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_amoumt,transaction_hour_bucket,transaction_time_formatted,Day_of_week,Month_of_year,day_number,day_category,time_category,order_bucket
131,2023-01-01,2026-03-21T11:29:57.000Z,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,11,11:29:57,Sun,Jan,1,Weekend,Morning,Couple/Small Group
132,2023-01-01,2026-03-21T11:29:57.000Z,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,11,11:29:57,Sun,Jan,1,Weekend,Morning,Single
133,2023-01-01,2026-03-21T11:30:22.000Z,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,11,11:30:22,Sun,Jan,1,Weekend,Morning,Single
134,2023-01-01,2026-03-21T11:31:35.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,11,11:31:35,Sun,Jan,1,Weekend,Morning,Single
135,2023-01-01,2026-03-21T11:31:43.000Z,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,6,11,11:31:43,Sun,Jan,1,Weekend,Morning,Couple/Small Group
136,2023-01-01,2026-03-21T11:31:43.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,11,11:31:43,Sun,Jan,1,Weekend,Morning,Single
137,2023-01-01,2026-03-21T11:31:53.000Z,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,11,11:31:53,Sun,Jan,1,Weekend,Morning,Couple/Small Group
138,2023-01-01,2026-03-21T11:31:53.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,11,11:31:53,Sun,Jan,1,Weekend,Morning,Single
139,2023-01-01,2026-03-21T11:39:14.000Z,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,11,11:39:14,Sun,Jan,1,Weekend,Morning,Single
140,2023-01-01,2026-03-21T11:39:14.000Z,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,11,11:39:14,Sun,Jan,1,Weekend,Morning,Single
141,2023-01-01,2026-03-21T11:40:26.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,11,11:40:26,Sun,Jan,1,Weekend,Morning,Couple/Small Group
142,2023-01-01,2026-03-21T11:43:57.000Z,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,11,11:43:57,Sun,Jan,1,Weekend,Morning,Couple/Small Group
143,2023-01-01,2026-03-21T11:44:09.000Z,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75,11,11:44:09,Sun,Jan,1,Weekend,Morning,Single
144,2023-01-01,2026-03-21T11:47:13.000Z,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,11,11:47:13,Sun,Jan,1,Weekend,Morning,Single
145,2023-01-01,2026-03-21T11:48:56.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,11,11:48:56,Sun,Jan,1,Weekend,Morning,Couple/Small Group
146,2023-01-01,2026-03-21T11:49:42.000Z,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,11,11:49:42,Sun,Jan,1,Weekend,Morning,Single
147,2023-01-01,2026-03-21T11:49:42.000Z,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,11,11:49:42,Sun,Jan,1,Weekend,Morning,Single
148,2023-01-01,2026-03-21T11:50:16.000Z,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,11,11:50:16,Sun,Jan,1,Weekend,Morning,Couple/Small Group
149,2023-01-01,2026-03-21T11:50:23.000Z,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,11,11:50:23,Sun,Jan,1,Weekend,Morning,Couple/Small Group
150,2023-01-01,2026-03-21T11:50:58.000Z,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,6,11,11:50:58,Sun,Jan,1,Weekend,Morning,Couple/Small Group
151,2023-01-01,2026-03-21T11:51:30.000Z,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7,11,11:51:30,Sun,Jan,1,Weekend,Morning,Couple/Small Group
152,2023-01-01,2026-03-21T11:52:31.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,11,11:52:31,Sun,Jan,1,Weekend,Morning,Single
153,2023-01-01,2026-03-21T11:57:17.000Z,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,6,11,11:57:17,Sun,Jan,1,Weekend,Morning,Couple/Small Group
154,2023-01-01,2026-03-21T11:57:59.000Z,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,11,11:57:59,Sun,Jan,1,Weekend,Morning,Single
155,2023-01-01,2026-03-21T11:57:59.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,11,11:57:59,Sun,Jan,1,Weekend,Morning,Single
156,2023-01-01,2026-03-21T11:58:15.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,11,11:58:15,Sun,Jan,1,Weekend,Morning,Couple/Small Group
157,2023-01-01,2026-03-21T12:00:20.000Z,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,12,12:00:20,Sun,Jan,1,Weekend,Afternoon,Single
158,2023-01-01,2026-03-21T12:01:00.000Z,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,12,12:01:00,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
159,2023-01-01,2026-03-21T12:01:20.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,12,12:01:20,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
160,2023-01-01,2026-03-21T12:01:20.000Z,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,12,12:01:20,Sun,Jan,1,Weekend,Afternoon,Single
161,2023-01-01,2026-03-21T12:03:09.000Z,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,12,12:03:09,Sun,Jan,1,Weekend,Afternoon,Single
162,2023-01-01,2026-03-21T12:03:38.000Z,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3,12,12:03:38,Sun,Jan,1,Weekend,Afternoon,Single
163,2023-01-01,2026-03-21T12:03:43.000Z,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,12,12:03:43,Sun,Jan,1,Weekend,Afternoon,Single
164,2023-01-01,2026-03-21T12:04:22.000Z,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,12,12:04:22,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
165,2023-01-01,2026-03-21T12:05:31.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,12,12:05:31,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
166,2023-01-01,2026-03-21T12:06:29.000Z,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,12,12:06:29,Sun,Jan,1,Weekend,Afternoon,Single
167,2023-01-01,2026-03-21T12:07:42.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,12,12:07:42,Sun,Jan,1,Weekend,Afternoon,Single
168,2023-01-01,2026-03-21T12:08:21.000Z,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,12,12:08:21,Sun,Jan,1,Weekend,Afternoon,Single
169,2023-01-01,2026-03-21T12:08:36.000Z,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,12,12:08:36,Sun,Jan,1,Weekend,Afternoon,Single
170,2023-01-01,2026-03-21T12:09:11.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,12,12:09:11,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
171,2023-01-01,2026-03-21T12:09:12.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,12,12:09:12,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
172,2023-01-01,2026-03-21T12:13:07.000Z,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,12,12:13:07,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
173,2023-01-01,2026-03-21T12:14:26.000Z,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,12,12:14:26,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
174,2023-01-01,2026-03-21T12:17:38.000Z,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,12,12:17:38,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
175,2023-01-01,2026-03-21T12:18:07.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,12,12:18:07,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
176,2023-01-01,2026-03-21T12:18:44.000Z,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,12,12:18:44,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
177,2023-01-01,2026-03-21T12:20:16.000Z,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,12,12:20:16,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
178,2023-01-01,2026-03-21T12:23:39.000Z,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,12,12:23:39,Sun,Jan,1,Weekend,Afternoon,Single
179,2023-01-01,2026-03-21T12:27:06.000Z,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,12,12:27:06,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
180,2023-01-01,2026-03-21T12:30:46.000Z,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5,12,12:30:46,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
181,2023-01-01,2026-03-21T12:30:49.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,12,12:30:49,Sun,Jan,1,Weekend,Afternoon,Single
182,2023-01-01,2026-03-21T12:33:20.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,12,12:33:20,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
183,2023-01-01,2026-03-21T12:33:35.000Z,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,12,12:33:35,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
184,2023-01-01,2026-03-21T12:35:53.000Z,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,12,12:35:53,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
185,2023-01-01,2026-03-21T12:36:57.000Z,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,12,12:36:57,Sun,Jan,1,Weekend,Afternoon,Single
186,2023-01-01,2026-03-21T12:38:28.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,12,12:38:28,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
187,2023-01-01,2026-03-21T12:42:26.000Z,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,12,12:42:26,Sun,Jan,1,Weekend,Afternoon,Single
188,2023-01-01,2026-03-21T12:44:01.000Z,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,12,12:44:01,Sun,Jan,1,Weekend,Afternoon,Single
189,2023-01-01,2026-03-21T12:44:31.000Z,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,12,12:44:31,Sun,Jan,1,Weekend,Afternoon,Single
190,2023-01-01,2026-03-21T12:44:32.000Z,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,12,12:44:32,Sun,Jan,1,Weekend,Afternoon,Single
191,2023-01-01,2026-03-21T12:45:52.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,12,12:45:52,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
192,2023-01-01,2026-03-21T12:46:22.000Z,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,12,12:46:22,Sun,Jan,1,Weekend,Afternoon,Single
193,2023-01-01,2026-03-21T12:46:26.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,12,12:46:26,Sun,Jan,1,Weekend,Afternoon,Single
194,2023-01-01,2026-03-21T12:46:55.000Z,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,12,12:46:55,Sun,Jan,1,Weekend,Afternoon,Single
195,2023-01-01,2026-03-21T12:46:55.000Z,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5,12,12:46:55,Sun,Jan,1,Weekend,Afternoon,Single
196,2023-01-01,2026-03-21T12:48:08.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,12,12:48:08,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
197,2023-01-01,2026-03-21T12:49:48.000Z,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3,12,12:49:48,Sun,Jan,1,Weekend,Afternoon,Single
198,2023-01-01,2026-03-21T12:50:15.000Z,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,12,12:50:15,Sun,Jan,1,Weekend,Afternoon,Single
199,2023-01-01,2026-03-21T12:50:28.000Z,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6,12,12:50:28,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
200,2023-01-01,2026-03-21T12:51:21.000Z,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,12,12:51:21,Sun,Jan,1,Weekend,Afternoon,Single
201,2023-01-01,2026-03-21T12:51:57.000Z,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,12,12:51:57,Sun,Jan,1,Weekend,Afternoon,Single
202,2023-01-01,2026-03-21T12:51:57.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,12,12:51:57,Sun,Jan,1,Weekend,Afternoon,Single
203,2023-01-01,2026-03-21T12:52:18.000Z,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,12,12:52:18,Sun,Jan,1,Weekend,Afternoon,Single
204,2023-01-01,2026-03-21T12:52:18.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,12,12:52:18,Sun,Jan,1,Weekend,Afternoon,Single
205,2023-01-01,2026-03-21T12:53:11.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,12,12:53:11,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
206,2023-01-01,2026-03-21T12:53:59.000Z,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,3,12,12:53:59,Sun,Jan,1,Weekend,Afternoon,Single
207,2023-01-01,2026-03-21T12:55:25.000Z,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,3,12,12:55:25,Sun,Jan,1,Weekend,Afternoon,Single
208,2023-01-01,2026-03-21T12:55:27.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,12,12:55:27,Sun,Jan,1,Weekend,Afternoon,Single
209,2023-01-01,2026-03-21T12:55:27.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,12,12:55:27,Sun,Jan,1,Weekend,Afternoon,Single
210,2023-01-01,2026-03-21T12:55:36.000Z,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,3,12,12:55:36,Sun,Jan,1,Weekend,Afternoon,Single
211,2023-01-01,2026-03-21T12:55:53.000Z,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,12,12:55:53,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
212,2023-01-01,2026-03-21T12:56:33.000Z,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,12,12:56:33,Sun,Jan,1,Weekend,Afternoon,Single
213,2023-01-01,2026-03-21T12:56:59.000Z,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3,12,12:56:59,Sun,Jan,1,Weekend,Afternoon,Single
214,2023-01-01,2026-03-21T12:58:54.000Z,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5,12,12:58:54,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
215,2023-01-01,2026-03-21T12:59:06.000Z,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,12,12:59:06,Sun,Jan,1,Weekend,Afternoon,Single
216,2023-01-01,2026-03-21T13:00:38.000Z,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,13,13:00:38,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
217,2023-01-01,2026-03-21T13:01:33.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,13,13:01:33,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
218,2023-01-01,2026-03-21T13:02:40.000Z,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,3,13,13:02:40,Sun,Jan,1,Weekend,Afternoon,Single
219,2023-01-01,2026-03-21T13:02:40.000Z,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,13,13:02:40,Sun,Jan,1,Weekend,Afternoon,Single
220,2023-01-01,2026-03-21T13:02:52.000Z,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3,13,13:02:52,Sun,Jan,1,Weekend,Afternoon,Single
221,2023-01-01,2026-03-21T13:03:13.000Z,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6,13,13:03:13,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
222,2023-01-01,2026-03-21T13:04:01.000Z,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,13,13:04:01,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
223,2023-01-01,2026-03-21T13:04:01.000Z,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,13,13:04:01,Sun,Jan,1,Weekend,Afternoon,Single
224,2023-01-01,2026-03-21T13:04:22.000Z,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,13,13:04:22,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
225,2023-01-01,2026-03-21T13:04:37.000Z,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,13,13:04:37,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
226,2023-01-01,2026-03-21T13:04:51.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,13,13:04:51,Sun,Jan,1,Weekend,Afternoon,Single
227,2023-01-01,2026-03-21T13:05:56.000Z,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,13,13:05:56,Sun,Jan,1,Weekend,Afternoon,Single
228,2023-01-01,2026-03-21T13:07:37.000Z,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,13,13:07:37,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
229,2023-01-01,2026-03-21T13:09:03.000Z,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,13,13:09:03,Sun,Jan,1,Weekend,Afternoon,Single
230,2023-01-01,2026-03-21T13:12:03.000Z,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,13,13:12:03,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
231,2023-01-01,2026-03-21T13:13:09.000Z,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,13,13:13:09,Sun,Jan,1,Weekend,Afternoon,Single
232,2023-01-01,2026-03-21T13:17:30.000Z,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,13,13:17:30,Sun,Jan,1,Weekend,Afternoon,Single
233,2023-01-01,2026-03-21T13:17:32.000Z,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8,13,13:17:32,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
234,2023-01-01,2026-03-21T13:18:34.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,13,13:18:34,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
235,2023-01-01,2026-03-21T13:19:09.000Z,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,13,13:19:09,Sun,Jan,1,Weekend,Afternoon,Single
236,2023-01-01,2026-03-21T13:19:09.000Z,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,13,13:19:09,Sun,Jan,1,Weekend,Afternoon,Single
237,2023-01-01,2026-03-21T13:19:36.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,13,13:19:36,Sun,Jan,1,Weekend,Afternoon,Single
238,2023-01-01,2026-03-21T13:19:56.000Z,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,13,13:19:56,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
239,2023-01-01,2026-03-21T13:20:51.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,13,13:20:51,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
240,2023-01-01,2026-03-21T13:21:23.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,13,13:21:23,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
241,2023-01-01,2026-03-21T13:22:11.000Z,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,13,13:22:11,Sun,Jan,1,Weekend,Afternoon,Single
242,2023-01-01,2026-03-21T13:22:45.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5,13,13:22:45,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
243,2023-01-01,2026-03-21T13:23:54.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,13,13:23:54,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
244,2023-01-01,2026-03-21T13:24:29.000Z,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,13,13:24:29,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
245,2023-01-01,2026-03-21T13:30:49.000Z,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,13,13:30:49,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
246,2023-01-01,2026-03-21T13:32:07.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,13,13:32:07,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
247,2023-01-01,2026-03-21T13:32:34.000Z,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3,13,13:32:34,Sun,Jan,1,Weekend,Afternoon,Single
248,2023-01-01,2026-03-21T13:34:12.000Z,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,13,13:34:12,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
249,2023-01-01,2026-03-21T13:38:09.000Z,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,13,13:38:09,Sun,Jan,1,Weekend,Afternoon,Single
250,2023-01-01,2026-03-21T13:38:11.000Z,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,13,13:38:11,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
251,2023-01-01,2026-03-21T13:39:41.000Z,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,3,13,13:39:41,Sun,Jan,1,Weekend,Afternoon,Single
252,2023-01-01,2026-03-21T13:40:47.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,13,13:40:47,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
253,2023-01-01,2026-03-21T13:41:09.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,13,13:41:09,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
254,2023-01-01,2026-03-21T13:42:10.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,13,13:42:10,Sun,Jan,1,Weekend,Afternoon,Single
255,2023-01-01,2026-03-21T13:42:49.000Z,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,13,13:42:49,Sun,Jan,1,Weekend,Afternoon,Single
256,2023-01-01,2026-03-21T13:42:58.000Z,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,13,13:42:58,Sun,Jan,1,Weekend,Afternoon,Single
257,2023-01-01,2026-03-21T13:42:58.000Z,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,13,13:42:58,Sun,Jan,1,Weekend,Afternoon,Single
258,2023-01-01,2026-03-21T13:43:18.000Z,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,13,13:43:18,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
259,2023-01-01,2026-03-21T13:43:18.000Z,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,13,13:43:18,Sun,Jan,1,Weekend,Afternoon,Single
260,2023-01-01,2026-03-21T13:43:41.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,13,13:43:41,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
